anc,census_tract,coords,district,method,objectid,offense,report_time,shift,ward
7D,9604.0,"[-76.9561628216, 38.8963124273]",SIXTH,GUN,193077,ROBBERY,2016-05-31T15:58:51.000Z,EVENING,7
7B,7603.0,"[-76.9658401852, 38.860318111]",SIXTH,OTHERS,193078,THEFT/OTHER,2016-05-31T16:08:57.000Z,EVENING,7
5B,9504.0,"[-76.9907980489, 38.9367136552]",FIFTH,OTHERS,193079,THEFT F/AUTO,2016-05-31T16:09:36.000Z,EVENING,5
5D,8903.0,"[-76.9808993902, 38.9025168432]",FIFTH,OTHERS,193080,THEFT F/AUTO,2016-05-31T16:09:36.000Z,EVENING,5
3E,1001.0,"[-77.0816245918, 38.9527112614]",SECOND,OTHERS,193081,THEFT/OTHER,2016-05-31T16:51:06.000Z,EVENING,3
1B,3700.0,"[-77.0319103637, 38.9213775124]",THIRD,OTHERS,193082,THEFT F/AUTO,2016-05-31T16:54:14.000Z,EVENING,1
6B,7100.0,"[-76.9892841731, 38.8792853142]",FIRST,GUN,193083,ASSAULT W/DANGEROUS WEAPON,2016-05-31T17:32:39.000Z,EVENING,6
2C,5800.0,"[-77.0219174889, 38.9003453336]",FIRST,OTHERS,193084,THEFT/OTHER,2016-05-31T17:34:14.000Z,EVENING,2
6D,6400.0,"[-77.0121831118, 38.8738080643]",FIRST,OTHERS,193085,ROBBERY,2016-05-31T17:41:09.000Z,EVENING,6
7D,9602.0,"[-76.9504770834, 38.9001026769]",SIXTH,OTHERS,193086,MOTOR VEHICLE THEFT,2016-05-31T18:06:34.000Z,EVENING,7
7B,7604.0,"[-76.967309569, 38.8721195536]",SIXTH,OTHERS,193087,THEFT F/AUTO,2016-05-31T18:14:47.000Z,EVENING,7
3F,1200.0,"[-77.0659536958, 38.948361146]",SECOND,OTHERS,193088,ROBBERY,2016-05-31T18:16:13.000Z,EVENING,3
6E,4701.0,"[-77.0090755091, 38.9042116223]",FIRST,GUN,192449,ROBBERY,2016-05-25T13:23:51.000Z,DAY,6
8E,7304.0,"[-76.9853615319, 38.8435394761]",SEVENTH,OTHERS,192450,THEFT/OTHER,2016-05-25T13:26:07.000Z,DAY,8
1A,2900.0,"[-77.032735252, 38.9347546313]",FOURTH,OTHERS,192451,THEFT/OTHER,2016-05-25T13:28:53.000Z,DAY,1
8E,7404.0,"[-76.9817434842, 38.8476738422]",SEVENTH,OTHERS,192452,THEFT F/AUTO,2016-05-25T13:31:32.000Z,DAY,8
2B,4300.0,"[-77.0319655829, 38.9159364659]",THIRD,OTHERS,192453,MOTOR VEHICLE THEFT,2016-05-25T13:54:18.000Z,DAY,2
2A,5500.0,"[-77.0488166679, 38.905850304]",SECOND,OTHERS,192454,THEFT/OTHER,2016-05-25T13:55:06.000Z,DAY,2
6E,4701.0,"[-77.0090753704, 38.9031216114]",FIRST,OTHERS,192455,THEFT/OTHER,2016-05-25T14:03:08.000Z,DAY,6
6B,6802.0,"[-76.9814928617, 38.8812661858]",FIRST,GUN,192456,ROBBERY,2016-05-25T14:03:16.000Z,DAY,6
3E,1001.0,"[-77.0820474686, 38.9492517866]",SECOND,OTHERS,192457,THEFT/OTHER,2016-05-25T14:08:45.000Z,DAY,3
1C,4002.0,"[-77.0430604355, 38.9196623534]",THIRD,OTHERS,192458,THEFT F/AUTO,2016-05-25T14:13:59.000Z,DAY,1
1B,4400.0,"[-77.0296259629, 38.9186485906]",THIRD,OTHERS,192459,THEFT F/AUTO,2016-05-25T15:05:31.000Z,EVENING,1
1B,3400.0,"[-77.0216603982, 38.926883946]",THIRD,OTHERS,192460,THEFT F/AUTO,2016-05-25T15:13:37.000Z,EVENING,1
2A,10800.0,"[-77.0488358158, 38.9001389978]",SECOND,OTHERS,192461,THEFT F/AUTO,2016-05-25T15:16:16.000Z,EVENING,2
4C,2502.0,"[-77.025113346, 38.9402786044]",FOURTH,OTHERS,192462,THEFT/OTHER,2016-05-25T15:23:54.000Z,EVENING,4
4B,10300.0,"[-77.0224017423, 38.9739700621]",FOURTH,OTHERS,192463,THEFT F/AUTO,2016-05-25T15:26:51.000Z,EVENING,4
1A,3100.0,"[-77.0237265696, 38.9324326647]",THIRD,OTHERS,192464,THEFT/OTHER,2016-05-25T15:30:50.000Z,EVENING,1
7C,7809.0,"[-76.9387736702, 38.9027545959]",SIXTH,OTHERS,192465,ROBBERY,2016-05-25T15:34:28.000Z,EVENING,7
2B,5500.0,"[-77.0436092615, 38.9099352176]",SECOND,OTHERS,192466,THEFT/OTHER,2016-05-25T15:46:00.000Z,EVENING,2
1A,3000.0,"[-77.0297114856, 38.9301792192]",THIRD,OTHERS,192467,THEFT F/AUTO,2016-05-25T16:16:27.000Z,EVENING,1
7B,7604.0,"[-76.9700056583, 38.8732012857]",SIXTH,OTHERS,192468,THEFT/OTHER,2016-05-25T16:26:47.000Z,EVENING,7
1C,3800.0,"[-77.0413087992, 38.9216177927]",THIRD,OTHERS,192469,THEFT F/AUTO,2016-05-25T16:32:34.000Z,EVENING,1
1D,2702.0,"[-77.0417396847, 38.928815287]",FOURTH,OTHERS,192470,THEFT/OTHER,2016-05-25T16:34:36.000Z,EVENING,1
6B,6500.0,"[-76.9973282983, 38.8851412277]",FIRST,OTHERS,192471,THEFT/OTHER,2016-05-25T16:40:56.000Z,EVENING,6
6E,4801.0,"[-77.0214250131, 38.9111284214]",THIRD,OTHERS,192472,THEFT F/AUTO,2016-05-25T16:41:33.000Z,EVENING,6
6E,4702.0,"[-77.0106313111, 38.9002117807]",FIRST,OTHERS,192473,THEFT/OTHER,2016-05-25T16:42:17.000Z,EVENING,6
5E,9201.0,"[-76.997107378, 38.9327863616]",FOURTH,OTHERS,192474,THEFT/OTHER,2016-05-25T17:09:46.000Z,EVENING,5
2B,5201.0,"[-77.0355485182, 38.9096476093]",SECOND,OTHERS,192475,THEFT F/AUTO,2016-05-25T17:22:31.000Z,EVENING,2
4A,1804.0,"[-77.0315617932, 38.9675630901]",FOURTH,OTHERS,192476,THEFT/OTHER,2016-05-25T17:23:44.000Z,EVENING,4
7E,9904.0,"[-76.9306323492, 38.881202011]",SIXTH,OTHERS,192477,THEFT/OTHER,2016-05-25T17:49:41.000Z,EVENING,7
5E,10600.0,"[-77.0078079275, 38.9096437484]",FIFTH,OTHERS,192478,THEFT F/AUTO,2016-05-25T18:06:55.000Z,EVENING,5
1C,3800.0,"[-77.0408834179, 38.9238700233]",THIRD,OTHERS,192479,THEFT F/AUTO,2016-05-25T18:20:55.000Z,EVENING,1
3E,1100.0,"[-77.0828998223, 38.9580342519]",SECOND,OTHERS,192480,THEFT F/AUTO,2016-05-25T18:21:09.000Z,EVENING,3
2B,5500.0,"[-77.0436092615, 38.9099352176]",SECOND,OTHERS,192481,THEFT/OTHER,2016-05-25T18:40:47.000Z,EVENING,2
5C,9102.0,"[-76.9903158638, 38.9201563364]",FIFTH,OTHERS,192482,ROBBERY,2016-05-25T18:48:04.000Z,EVENING,5
5A,9501.0,"[-77.0055624789, 38.9462176319]",FOURTH,OTHERS,192483,THEFT F/AUTO,2016-05-25T19:12:02.000Z,EVENING,5
2B,5500.0,"[-77.0455932999, 38.9133465501]",SECOND,OTHERS,192484,THEFT/OTHER,2016-05-25T19:12:26.000Z,EVENING,2
4C,2502.0,"[-77.0327372995, 38.9392137389]",FOURTH,OTHERS,192485,THEFT/OTHER,2016-05-25T19:23:23.000Z,EVENING,4
5C,9102.0,"[-76.9944674749, 38.9164451745]",FIFTH,OTHERS,192486,MOTOR VEHICLE THEFT,2016-05-25T19:23:48.000Z,EVENING,5
8E,9801.0,"[-76.9941973674, 38.8348921344]",SEVENTH,GUN,192487,ASSAULT W/DANGEROUS WEAPON,2016-05-25T19:24:23.000Z,EVENING,8
2B,5500.0,"[-77.04772322, 38.9085712774]",SECOND,OTHERS,192488,THEFT/OTHER,2016-05-25T19:42:56.000Z,EVENING,2
7D,7903.0,"[-76.97532161, 38.896552263]",FIFTH,OTHERS,193089,THEFT/OTHER,2016-05-31T18:24:30.000Z,EVENING,7
7B,7603.0,"[-76.9563464551, 38.8599546106]",SIXTH,OTHERS,193090,THEFT/OTHER,2016-05-31T18:33:16.000Z,EVENING,7
4A,2001.0,"[-77.0324576516, 38.9583564094]",FOURTH,OTHERS,193091,THEFT/OTHER,2016-05-31T18:39:49.000Z,EVENING,4
8D,9807.0,"[-77.0101710125, 38.8251987252]",SEVENTH,OTHERS,193092,THEFT/OTHER,2016-05-31T18:44:35.000Z,EVENING,8
8E,7404.0,"[-76.9823183002, 38.8524033604]",SEVENTH,OTHERS,193093,MOTOR VEHICLE THEFT,2016-05-31T18:50:28.000Z,EVENING,8
1B,3400.0,"[-77.0164923465, 38.9205159065]",THIRD,OTHERS,193094,MOTOR VEHICLE THEFT,2016-05-31T18:51:15.000Z,EVENING,1
1B,3500.0,"[-77.0234564756, 38.9177671756]",THIRD,OTHERS,193095,THEFT/OTHER,2016-05-31T18:51:21.000Z,EVENING,1
2C,5900.0,"[-77.0172024778, 38.9005262903]",FIRST,OTHERS,193096,THEFT/OTHER,2016-05-31T18:57:35.000Z,EVENING,2
2B,5201.0,"[-77.0345674936, 38.9075940006]",SECOND,OTHERS,193097,THEFT F/AUTO,2016-05-31T19:01:01.000Z,EVENING,2
2B,10100.0,"[-77.0345776168, 38.9046933086]",SECOND,OTHERS,193098,THEFT F/AUTO,2016-05-31T19:07:04.000Z,EVENING,2
2C,5900.0,"[-77.0156913059, 38.8961304219]",FIRST,OTHERS,193099,THEFT/OTHER,2016-05-31T19:09:26.000Z,EVENING,2
4A,2001.0,"[-77.0324576516, 38.9583564094]",FOURTH,OTHERS,193100,ROBBERY,2016-05-31T19:11:39.000Z,EVENING,4
3E,1001.0,"[-77.0886420043, 38.9459139069]",SECOND,OTHERS,193101,BURGLARY,2016-05-31T19:15:01.000Z,EVENING,3
6C,10600.0,"[-77.0005787455, 38.9064100113]",FIRST,OTHERS,193102,THEFT/OTHER,2016-05-31T19:16:43.000Z,EVENING,6
4C,2002.0,"[-77.0342439331, 38.9540859818]",FOURTH,OTHERS,193103,BURGLARY,2016-05-31T19:33:29.000Z,EVENING,4
2C,5800.0,"[-77.0249602377, 38.8983178417]",FIRST,OTHERS,193104,THEFT/OTHER,2016-05-31T19:36:30.000Z,EVENING,2
6E,4702.0,"[-77.0101589822, 38.9025179624]",FIRST,OTHERS,193105,MOTOR VEHICLE THEFT,2016-05-31T19:40:52.000Z,EVENING,6
6E,4901.0,"[-77.0229467345, 38.9103894483]",THIRD,OTHERS,193106,THEFT/OTHER,2016-05-31T19:42:16.000Z,EVENING,6
5C,11100.0,"[-76.9651363307, 38.9171450071]",FIFTH,OTHERS,193107,ASSAULT W/DANGEROUS WEAPON,2016-05-31T20:51:38.000Z,EVENING,5
2C,5800.0,"[-77.0265170666, 38.8998218951]",FIRST,OTHERS,193108,THEFT/OTHER,2016-05-31T20:59:22.000Z,EVENING,2
7F,9603.0,"[-76.9469775226, 38.8933538741]",SIXTH,OTHERS,193109,THEFT/OTHER,2016-05-31T21:00:38.000Z,EVENING,7
2B,10700.0,"[-77.0385092669, 38.9052055549]",SECOND,OTHERS,193110,THEFT F/AUTO,2016-05-31T21:21:55.000Z,EVENING,2
5B,9302.0,"[-76.9862443817, 38.9247141398]",FIFTH,OTHERS,193111,THEFT F/AUTO,2016-05-31T21:26:41.000Z,EVENING,5
5D,8803.0,"[-76.9847938226, 38.9130031318]",FIFTH,OTHERS,193112,ROBBERY,2016-05-31T21:32:57.000Z,EVENING,5
1B,3700.0,"[-77.0321883758, 38.9241519998]",THIRD,KNIFE,193113,ROBBERY,2016-05-31T21:37:57.000Z,EVENING,1
6E,4802.0,"[-77.0189331856, 38.9060481443]",THIRD,GUN,193114,ROBBERY,2016-05-31T22:00:11.000Z,EVENING,6
1A,2900.0,"[-77.0303015407, 38.9345751215]",FOURTH,OTHERS,193115,THEFT F/AUTO,2016-05-31T22:03:53.000Z,EVENING,1
6D,10500.0,"[-77.0098675526, 38.8792853886]",FIRST,OTHERS,193116,THEFT/OTHER,2016-05-31T22:05:58.000Z,EVENING,6
1B,3100.0,"[-77.0229983473, 38.9274241893]",THIRD,OTHERS,193117,THEFT F/AUTO,2016-05-31T22:14:08.000Z,EVENING,1
2F,5201.0,"[-77.0320962349, 38.9057069158]",THIRD,OTHERS,193118,THEFT/OTHER,2016-05-31T22:42:17.000Z,EVENING,2
1A,2801.0,"[-77.0350894668, 38.9374294136]",FOURTH,OTHERS,193119,THEFT/OTHER,2016-05-31T22:45:56.000Z,EVENING,1
6D,7200.0,"[-77.0058913713, 38.8779704314]",FIRST,OTHERS,193120,THEFT/OTHER,2016-05-31T22:46:46.000Z,EVENING,6
2A,10800.0,"[-77.0449255718, 38.8966813553]",SECOND,OTHERS,193121,BURGLARY,2016-05-31T23:18:18.000Z,MIDNIGHT,2
5E,9203.0,"[-77.0027698781, 38.921300762]",FIFTH,OTHERS,193122,MOTOR VEHICLE THEFT,2016-05-31T23:25:00.000Z,MIDNIGHT,5
6E,4702.0,"[-77.0106313111, 38.9002117807]",FIRST,OTHERS,193123,THEFT/OTHER,2016-05-31T23:36:12.000Z,MIDNIGHT,6
5D,8904.0,"[-76.9751931584, 38.9012906344]",FIFTH,OTHERS,193124,THEFT F/AUTO,2016-05-31T23:40:50.000Z,MIDNIGHT,5
5D,8802.0,"[-76.983631582, 38.9028956088]",FIFTH,OTHERS,193125,THEFT/OTHER,2016-06-01T00:06:46.000Z,MIDNIGHT,5
8D,9811.0,"[-77.000578108, 38.8280368356]",SEVENTH,OTHERS,193126,THEFT F/AUTO,2016-06-01T00:41:04.000Z,MIDNIGHT,8
2A,5500.0,"[-77.0523556837, 38.9052632287]",SECOND,OTHERS,193127,ASSAULT W/DANGEROUS WEAPON,2016-06-01T00:41:32.000Z,MIDNIGHT,2
8A,7407.0,"[-76.9898746716, 38.860034399]",SEVENTH,OTHERS,193128,BURGLARY,2016-06-01T00:43:11.000Z,MIDNIGHT,8
1A,3100.0,"[-77.0240040152, 38.9343423687]",FOURTH,OTHERS,192489,THEFT F/AUTO,2016-05-25T19:46:07.000Z,EVENING,1
2F,5001.0,"[-77.030788647, 38.914090073]",THIRD,OTHERS,192490,THEFT F/AUTO,2016-05-25T19:53:40.000Z,EVENING,2
2E,202.0,"[-77.0656731632, 38.9068149466]",SECOND,OTHERS,192491,THEFT F/AUTO,2016-05-25T19:56:43.000Z,EVENING,2
6A,7901.0,"[-76.9829413506, 38.8966707328]",FIFTH,OTHERS,192492,THEFT F/AUTO,2016-05-25T20:18:11.000Z,EVENING,6
2B,4300.0,"[-77.0319655829, 38.9159364659]",THIRD,OTHERS,192493,THEFT/OTHER,2016-05-25T20:42:55.000Z,EVENING,2
8C,9804.0,"[-76.9938282364, 38.8414322536]",SEVENTH,OTHERS,192494,THEFT F/AUTO,2016-05-25T20:48:47.000Z,EVENING,8
1B,4300.0,"[-77.0350340822, 38.9186110609]",THIRD,OTHERS,192495,THEFT F/AUTO,2016-05-25T20:49:18.000Z,EVENING,1
5E,8702.0,"[-77.0014205177, 38.9133464292]",FIFTH,OTHERS,192496,THEFT F/AUTO,2016-05-25T20:53:22.000Z,EVENING,5
2B,4202.0,"[-77.0448784182, 38.9133468269]",SECOND,OTHERS,192497,THEFT F/AUTO,2016-05-25T21:06:28.000Z,EVENING,2
6C,10600.0,"[-77.0000484003, 38.905644303]",FIRST,OTHERS,192498,THEFT/OTHER,2016-05-25T21:35:52.000Z,EVENING,6
1C,4001.0,"[-77.0470728475, 38.9188950978]",THIRD,OTHERS,192499,BURGLARY,2016-05-25T21:41:03.000Z,EVENING,1
5E,3400.0,"[-77.0141385696, 38.913714924]",FIFTH,OTHERS,192500,ASSAULT W/DANGEROUS WEAPON,2016-05-25T22:00:53.000Z,EVENING,5
2E,202.0,"[-77.062859682, 38.9064381434]",SECOND,OTHERS,192501,THEFT/OTHER,2016-05-25T22:06:17.000Z,EVENING,2
5E,4600.0,"[-77.0151876855, 38.9130031336]",FIFTH,OTHERS,192502,MOTOR VEHICLE THEFT,2016-05-25T22:06:18.000Z,EVENING,5
6C,10600.0,"[-76.9973160273, 38.9049686458]",FIRST,OTHERS,192503,THEFT/OTHER,2016-05-25T22:06:48.000Z,EVENING,6
7F,7703.0,"[-76.9518003987, 38.8866357139]",SIXTH,GUN,192504,ROBBERY,2016-05-25T22:28:06.000Z,EVENING,7
7D,7803.0,"[-76.9377692093, 38.8912233551]",SIXTH,OTHERS,192505,THEFT/OTHER,2016-05-25T22:30:36.000Z,EVENING,7
7C,7804.0,"[-76.9311536322, 38.890399881]",SIXTH,OTHERS,192506,MOTOR VEHICLE THEFT,2016-05-25T22:36:14.000Z,EVENING,7
6B,6700.0,"[-76.9883261357, 38.8883026169]",FIRST,OTHERS,192507,THEFT/OTHER,2016-05-25T22:38:02.000Z,EVENING,6
7F,7803.0,"[-76.947655197, 38.8966602514]",SIXTH,OTHERS,192508,THEFT/OTHER,2016-05-25T22:41:34.000Z,EVENING,7
4C,2502.0,"[-77.0297152513, 38.9392145463]",FOURTH,OTHERS,192509,ROBBERY,2016-05-25T22:42:39.000Z,EVENING,4
7C,7807.0,"[-76.9229555834, 38.9034839209]",SIXTH,OTHERS,192510,THEFT/OTHER,2016-05-25T22:47:29.000Z,EVENING,7
6B,6500.0,"[-76.997316805, 38.8842764225]",FIRST,OTHERS,192511,MOTOR VEHICLE THEFT,2016-05-25T22:59:18.000Z,EVENING,6
2F,4902.0,"[-77.0239830963, 38.9064435842]",THIRD,OTHERS,192512,THEFT F/AUTO,2016-05-25T23:03:00.000Z,MIDNIGHT,2
6B,7000.0,"[-76.9949887828, 38.8819972239]",FIRST,OTHERS,192513,THEFT/OTHER,2016-05-25T23:10:18.000Z,MIDNIGHT,6
2B,10700.0,"[-77.0434456967, 38.9084918712]",SECOND,OTHERS,192514,THEFT/OTHER,2016-05-25T23:27:26.000Z,MIDNIGHT,2
2C,5800.0,"[-77.0250075717, 38.9018040671]",FIRST,OTHERS,192515,THEFT F/AUTO,2016-05-25T23:35:07.000Z,MIDNIGHT,2
2C,5800.0,"[-77.0219282555, 38.897868032]",FIRST,KNIFE,192516,ASSAULT W/DANGEROUS WEAPON,2016-05-25T23:42:00.000Z,MIDNIGHT,2
1A,2900.0,"[-77.0284902571, 38.9327986891]",FOURTH,OTHERS,192517,THEFT F/AUTO,2016-05-25T23:50:03.000Z,MIDNIGHT,1
8B,7502.0,"[-76.9725935598, 38.8561309734]",SEVENTH,GUN,192518,HOMICIDE,2016-05-26T00:00:00.000Z,MIDNIGHT,8
2A,10800.0,"[-77.0473574709, 38.8960227839]",SECOND,OTHERS,192519,THEFT/OTHER,2016-05-26T00:39:04.000Z,MIDNIGHT,2
8B,7407.0,"[-76.9790340109, 38.855618827]",SEVENTH,GUN,192520,ASSAULT W/DANGEROUS WEAPON,2016-05-26T00:45:59.000Z,MIDNIGHT,8
8E,7304.0,"[-76.9864790957, 38.8424135548]",SEVENTH,GUN,192521,ROBBERY,2016-05-26T00:50:12.000Z,MIDNIGHT,8
1B,3500.0,"[-77.0223973433, 38.9232624628]",THIRD,OTHERS,192522,THEFT F/AUTO,2016-05-26T00:51:16.000Z,MIDNIGHT,1
2C,5800.0,"[-77.0250075717, 38.9018040671]",FIRST,OTHERS,192523,THEFT F/AUTO,2016-05-26T00:52:06.000Z,MIDNIGHT,2
1C,4002.0,"[-77.0416635184, 38.9168882937]",THIRD,OTHERS,192524,THEFT/OTHER,2016-05-26T01:23:49.000Z,MIDNIGHT,1
6A,7901.0,"[-76.9816726697, 38.8991568491]",FIFTH,OTHERS,192525,THEFT/OTHER,2016-05-26T01:24:51.000Z,MIDNIGHT,6
8E,9700.0,"[-76.988162669, 38.8314684629]",SEVENTH,OTHERS,192526,SEX ABUSE,2016-05-26T01:36:54.000Z,MIDNIGHT,8
8E,9700.0,"[-76.9878170014, 38.8323692737]",SEVENTH,OTHERS,192527,ROBBERY,2016-05-26T02:09:32.000Z,MIDNIGHT,8
2C,5800.0,"[-77.0219286432, 38.8991292028]",FIRST,OTHERS,192528,THEFT/OTHER,2016-05-26T02:09:45.000Z,MIDNIGHT,2
1C,3800.0,"[-77.0390498462, 38.923915692]",THIRD,OTHERS,193129,THEFT F/AUTO,2016-06-01T00:49:50.000Z,MIDNIGHT,1
4C,2002.0,"[-77.027343722, 38.9511691193]",FOURTH,OTHERS,193130,THEFT/OTHER,2016-06-01T01:20:02.000Z,MIDNIGHT,4
2C,5900.0,"[-77.015553808, 38.8999499865]",FIRST,OTHERS,193131,THEFT/OTHER,2016-06-01T01:35:32.000Z,MIDNIGHT,2
8C,10400.0,"[-76.9966960955, 38.8480625857]",SEVENTH,OTHERS,193132,THEFT/OTHER,2016-06-01T01:41:18.000Z,MIDNIGHT,8
3E,1001.0,"[-77.0810349187, 38.9515676205]",SECOND,OTHERS,193133,ROBBERY,2016-06-01T02:16:59.000Z,MIDNIGHT,3
5B,9301.0,"[-76.980004507, 38.9281363993]",FIFTH,OTHERS,193134,THEFT F/AUTO,2016-06-01T02:20:44.000Z,MIDNIGHT,5
5C,11100.0,"[-76.9705280766, 38.9197026051]",FIFTH,OTHERS,193135,THEFT F/AUTO,2016-06-01T02:53:55.000Z,MIDNIGHT,5
2C,5800.0,"[-77.0209129041, 38.8947963653]",FIRST,OTHERS,193136,BURGLARY,2016-06-01T03:05:44.000Z,MIDNIGHT,2
5C,11100.0,"[-76.9673111727, 38.9189360416]",FIFTH,OTHERS,193137,THEFT F/AUTO,2016-06-01T03:07:51.000Z,MIDNIGHT,5
7B,7601.0,"[-76.9720795946, 38.8741206569]",SIXTH,OTHERS,193138,ASSAULT W/DANGEROUS WEAPON,2016-06-01T03:37:01.000Z,MIDNIGHT,7
5C,11100.0,"[-76.9651363307, 38.9171450071]",FIFTH,OTHERS,193139,BURGLARY,2016-06-01T03:51:54.000Z,MIDNIGHT,5
5C,9102.0,"[-76.9819666406, 38.9219389949]",FIFTH,OTHERS,193140,MOTOR VEHICLE THEFT,2016-06-01T03:52:19.000Z,MIDNIGHT,5
7D,7803.0,"[-76.9367614534, 38.8967809795]",SIXTH,OTHERS,193141,MOTOR VEHICLE THEFT,2016-06-01T04:04:51.000Z,MIDNIGHT,7
2E,202.0,"[-77.0669397707, 38.9050936323]",SECOND,OTHERS,193142,THEFT/OTHER,2016-06-01T05:55:49.000Z,MIDNIGHT,2
7D,9603.0,"[-76.9378621688, 38.8903676088]",SIXTH,OTHERS,193143,THEFT/OTHER,2016-06-01T06:23:45.000Z,MIDNIGHT,7
1C,3800.0,"[-77.0408834179, 38.9238700233]",THIRD,OTHERS,193144,THEFT F/AUTO,2016-06-01T06:55:46.000Z,MIDNIGHT,1
4B,1901.0,"[-77.0250870096, 38.9637721858]",FOURTH,OTHERS,193145,THEFT/OTHER,2016-06-01T08:10:16.000Z,DAY,4
6D,6400.0,"[-77.0117914355, 38.8746458858]",FIRST,OTHERS,193146,MOTOR VEHICLE THEFT,2016-06-01T08:15:02.000Z,DAY,6
5C,9102.0,"[-76.9937636432, 38.921588895]",FIFTH,OTHERS,193147,THEFT/OTHER,2016-06-01T08:42:21.000Z,DAY,5
5D,8803.0,"[-76.9800767612, 38.9171912989]",FIFTH,OTHERS,193148,THEFT/OTHER,2016-06-01T09:17:48.000Z,DAY,5
7D,9602.0,"[-76.9529053669, 38.9064185387]",SIXTH,OTHERS,193149,THEFT F/AUTO,2016-06-01T09:18:18.000Z,DAY,7
4B,1902.0,"[-77.0189732372, 38.9699259701]",FOURTH,OTHERS,193150,THEFT/OTHER,2016-06-01T10:10:52.000Z,DAY,4
6C,10600.0,"[-77.0074733824, 38.9079051595]",FIFTH,OTHERS,193151,THEFT/OTHER,2016-06-01T11:00:58.000Z,DAY,6
2B,10700.0,"[-77.0434562273, 38.9068523478]",SECOND,OTHERS,193152,BURGLARY,2016-06-01T11:07:14.000Z,DAY,2
5E,3302.0,"[-77.010599112, 38.9162646578]",FIFTH,OTHERS,193153,THEFT/OTHER,2016-06-01T11:12:42.000Z,DAY,5
2D,4100.0,"[-77.047855316, 38.9164264969]",SECOND,OTHERS,193154,THEFT F/AUTO,2016-06-01T11:12:55.000Z,DAY,2
7B,9901.0,"[-76.9628505996, 38.8707759679]",SIXTH,OTHERS,193155,THEFT F/AUTO,2016-06-01T11:25:00.000Z,DAY,7
2C,6202.0,"[-77.0327983097, 38.8963250552]",SECOND,OTHERS,193156,MOTOR VEHICLE THEFT,2016-06-01T11:38:07.000Z,DAY,2
8D,9811.0,"[-77.000578108, 38.8280368356]",SEVENTH,OTHERS,193157,MOTOR VEHICLE THEFT,2016-06-01T11:38:49.000Z,DAY,8
6E,4801.0,"[-77.0199040721, 38.9147770679]",THIRD,OTHERS,193158,THEFT/OTHER,2016-06-01T11:43:32.000Z,DAY,6
4C,2400.0,"[-77.0222865287, 38.9376757801]",FOURTH,OTHERS,193159,MOTOR VEHICLE THEFT,2016-06-01T11:51:30.000Z,DAY,4
2A,5500.0,"[-77.0472600611, 38.9055897018]",SECOND,OTHERS,193160,ASSAULT W/DANGEROUS WEAPON,2016-06-01T12:14:02.000Z,DAY,2
7F,7703.0,"[-76.9502892456, 38.8884187401]",SIXTH,OTHERS,193161,MOTOR VEHICLE THEFT,2016-06-01T12:16:40.000Z,DAY,7
2A,5500.0,"[-77.0501185175, 38.9045075081]",SECOND,OTHERS,193162,THEFT/OTHER,2016-06-01T12:32:57.000Z,DAY,2
1B,3700.0,"[-77.0347694663, 38.9198452811]",THIRD,OTHERS,193163,THEFT F/AUTO,2016-06-01T12:38:31.000Z,DAY,1
1A,2900.0,"[-77.0303005185, 38.9321699043]",FOURTH,OTHERS,193164,THEFT F/AUTO,2016-06-01T12:46:24.000Z,DAY,1
6C,8301.0,"[-77.0020426438, 38.8954558306]",FIRST,OTHERS,193165,THEFT/OTHER,2016-06-01T12:48:12.000Z,DAY,6
1B,3400.0,"[-77.0179556734, 38.9158493755]",THIRD,OTHERS,193166,MOTOR VEHICLE THEFT,2016-06-01T12:54:33.000Z,DAY,1
7E,9905.0,"[-76.9256357987, 38.8871084395]",SIXTH,GUN,193167,ROBBERY,2016-06-01T13:01:40.000Z,DAY,7
5B,9302.0,"[-76.9862443817, 38.9247141398]",FIFTH,GUN,193168,ASSAULT W/DANGEROUS WEAPON,2016-06-01T13:03:03.000Z,DAY,5
2B,5301.0,"[-77.037510135, 38.9126107408]",THIRD,OTHERS,192529,THEFT/OTHER,2016-05-26T02:10:08.000Z,MIDNIGHT,2
7F,9907.0,"[-76.9333170621, 38.8818972209]",SIXTH,OTHERS,192530,THEFT/OTHER,2016-05-26T02:24:25.000Z,MIDNIGHT,7
2C,5800.0,"[-77.0209259034, 38.8998140222]",FIRST,OTHERS,192531,THEFT/OTHER,2016-05-26T02:36:53.000Z,MIDNIGHT,2
2C,10100.0,"[-77.0308061979, 38.9013342472]",FIRST,OTHERS,192532,ROBBERY,2016-05-26T02:37:53.000Z,MIDNIGHT,2
8C,7406.0,"[-76.9882391024, 38.8568903054]",SEVENTH,GUN,192533,ASSAULT W/DANGEROUS WEAPON,2016-05-26T03:14:48.000Z,MIDNIGHT,8
7F,9603.0,"[-76.9488121055, 38.8908863978]",SIXTH,OTHERS,192534,MOTOR VEHICLE THEFT,2016-05-26T03:49:07.000Z,MIDNIGHT,7
7C,7804.0,"[-76.9308604204, 38.8956065481]",SIXTH,GUN,192535,ROBBERY,2016-05-26T04:56:55.000Z,MIDNIGHT,7
6C,10600.0,"[-77.0074843465, 38.9025181644]",FIRST,OTHERS,192536,THEFT F/AUTO,2016-05-26T05:11:56.000Z,MIDNIGHT,6
