anc,census_tract,coords,district,method,objectid,offense,report_time,shift,ward
1A,3100.0,"[-77.0241774155, 38.935504404]",FOURTH,OTHERS,190697,THEFT/OTHER,2016-05-08T19:58:16.000Z,EVENING,1
6B,7100.0,"[-76.9892841731, 38.8792853142]",FIRST,OTHERS,190698,ROBBERY,2016-05-08T19:59:24.000Z,EVENING,6
6E,4801.0,"[-77.0169629933, 38.9114984965]",FIFTH,OTHERS,190699,THEFT F/AUTO,2016-05-08T20:15:55.000Z,EVENING,5
6E,4902.0,"[-77.021919363, 38.9064439896]",THIRD,OTHERS,190700,THEFT F/AUTO,2016-05-08T20:47:21.000Z,EVENING,6
6D,10200.0,"[-77.0193991459, 38.8812840571]",FIRST,OTHERS,190701,THEFT F/AUTO,2016-05-08T21:10:14.000Z,EVENING,6
5E,3302.0,"[-77.0121671197, 38.9151835049]",FIFTH,OTHERS,190702,THEFT/OTHER,2016-05-08T21:15:24.000Z,EVENING,5
6E,4901.0,"[-77.0219205757, 38.9103896453]",THIRD,OTHERS,190703,THEFT F/AUTO,2016-05-08T21:18:34.000Z,EVENING,6
5B,9301.0,"[-76.9911213399, 38.934020198]",FIFTH,OTHERS,190704,THEFT/OTHER,2016-05-08T21:24:18.000Z,EVENING,5
2B,4300.0,"[-77.0319652559, 38.9152067908]",THIRD,OTHERS,190705,THEFT/OTHER,2016-05-08T21:30:42.000Z,EVENING,2
8D,10900.0,"[-77.0090073946, 38.8213161677]",SEVENTH,KNIFE,190706,ASSAULT W/DANGEROUS WEAPON,2016-05-08T21:34:12.000Z,EVENING,8
6E,4702.0,"[-77.0169262736, 38.9025261862]",FIRST,OTHERS,190707,THEFT F/AUTO,2016-05-08T21:40:58.000Z,EVENING,6
6C,6202.0,"[-77.0083944804, 38.8972031698]",FIRST,OTHERS,190708,THEFT/OTHER,2016-05-08T21:46:21.000Z,EVENING,6
7F,7803.0,"[-76.9426056863, 38.8971533399]",SIXTH,KNIFE,190709,ASSAULT W/DANGEROUS WEAPON,2016-05-08T21:51:56.000Z,EVENING,7
1A,3000.0,"[-77.032732849, 38.9295208052]",THIRD,OTHERS,190710,ROBBERY,2016-05-08T21:56:48.000Z,EVENING,1
8E,7404.0,"[-76.9773302778, 38.8512764441]",SEVENTH,OTHERS,190711,BURGLARY,2016-05-08T21:59:02.000Z,EVENING,8
4B,1902.0,"[-77.018037429, 38.9655481112]",FOURTH,OTHERS,190712,THEFT F/AUTO,2016-05-08T22:07:25.000Z,EVENING,4
6D,10200.0,"[-77.0176464754, 38.8778701543]",FIRST,OTHERS,190713,THEFT/OTHER,2016-05-08T22:08:03.000Z,EVENING,6
5A,9501.0,"[-77.0068202384, 38.9501001337]",FOURTH,OTHERS,190714,ROBBERY,2016-05-08T22:08:19.000Z,EVENING,5
1B,4400.0,"[-77.0219219409, 38.9148307567]",THIRD,OTHERS,190715,ROBBERY,2016-05-08T22:09:25.000Z,EVENING,1
6E,4701.0,"[-77.0131797023, 38.9037427969]",FIRST,GUN,190716,ROBBERY,2016-05-08T22:23:01.000Z,EVENING,6
7C,7804.0,"[-76.9327248653, 38.8987965987]",SIXTH,OTHERS,190717,THEFT/OTHER,2016-05-08T22:30:16.000Z,EVENING,7
6B,7000.0,"[-76.9961874126, 38.8819972692]",FIRST,OTHERS,190718,THEFT F/AUTO,2016-05-08T22:59:30.000Z,EVENING,6
6A,8001.0,"[-76.9844738703, 38.8996977566]",FIRST,OTHERS,190719,THEFT F/AUTO,2016-05-08T23:00:39.000Z,EVENING,6
7B,7708.0,"[-76.9606309965, 38.8836392319]",SIXTH,OTHERS,190720,THEFT/OTHER,2016-05-08T23:09:49.000Z,MIDNIGHT,7
3C,600.0,"[-77.0664042775, 38.9367041617]",SECOND,KNIFE,190721,ROBBERY,2016-05-08T23:36:10.000Z,MIDNIGHT,3
5D,8903.0,"[-76.9780862287, 38.9031109009]",FIFTH,OTHERS,190722,THEFT F/AUTO,2016-05-08T23:37:48.000Z,MIDNIGHT,5
8D,10900.0,"[-77.0103776152, 38.8204692568]",SEVENTH,OTHERS,190723,ASSAULT W/DANGEROUS WEAPON,2016-05-09T00:05:53.000Z,MIDNIGHT,8
8A,7503.0,"[-76.9852531512, 38.8663397994]",SEVENTH,OTHERS,190724,THEFT/OTHER,2016-05-09T00:15:58.000Z,MIDNIGHT,8
6D,6400.0,"[-77.0106622084, 38.8755468344]",FIRST,OTHERS,190725,THEFT/OTHER,2016-05-09T00:31:39.000Z,MIDNIGHT,6
7F,7803.0,"[-76.947655197, 38.8966602514]",SIXTH,OTHERS,190726,THEFT/OTHER,2016-05-09T00:40:20.000Z,MIDNIGHT,7
8D,9807.0,"[-77.0108049226, 38.8286579211]",SEVENTH,KNIFE,190727,ASSAULT W/DANGEROUS WEAPON,2016-05-09T00:59:49.000Z,MIDNIGHT,8
6B,7000.0,"[-76.9943778851, 38.8827268756]",FIRST,GUN,190728,ROBBERY,2016-05-09T01:05:08.000Z,MIDNIGHT,6
5C,11100.0,"[-76.9601099508, 38.9291582503]",FIFTH,OTHERS,190729,THEFT/OTHER,2016-05-09T01:46:07.000Z,MIDNIGHT,5
2C,5900.0,"[-77.0172024778, 38.9005262903]",FIRST,OTHERS,190730,THEFT/OTHER,2016-05-09T02:10:45.000Z,MIDNIGHT,2
2B,5500.0,"[-77.0436195217, 38.9099331419]",SECOND,OTHERS,190731,THEFT/OTHER,2016-05-09T02:39:39.000Z,MIDNIGHT,2
8C,9804.0,"[-76.9936210053, 38.840243127]",SEVENTH,GUN,190732,ROBBERY,2016-05-09T03:54:48.000Z,MIDNIGHT,8
5E,4600.0,"[-77.0090553091, 38.9076505618]",FIRST,KNIFE,190733,ASSAULT W/DANGEROUS WEAPON,2016-05-09T04:11:49.000Z,MIDNIGHT,5
8B,7409.0,"[-76.9777011258, 38.844240923]",SEVENTH,OTHERS,190734,THEFT F/AUTO,2016-05-09T04:17:10.000Z,MIDNIGHT,8
1B,4400.0,"[-77.0307899033, 38.916999765]",THIRD,OTHERS,190735,THEFT/OTHER,2016-05-09T05:21:27.000Z,MIDNIGHT,1
1B,4400.0,"[-77.0270420771, 38.9162890341]",THIRD,OTHERS,190736,ROBBERY,2016-05-09T05:43:58.000Z,MIDNIGHT,1
2F,5001.0,"[-77.0314330472, 38.9111261575]",THIRD,OTHERS,190737,THEFT F/AUTO,2016-05-09T06:35:20.000Z,MIDNIGHT,2
6C,5900.0,"[-77.0121637544, 38.895455215]",FIRST,OTHERS,190738,THEFT F/AUTO,2016-05-09T06:42:01.000Z,MIDNIGHT,6
1C,4002.0,"[-77.0430604355, 38.9196623534]",THIRD,OTHERS,190739,THEFT F/AUTO,2016-05-09T07:14:56.000Z,DAY,1
5E,8702.0,"[-77.0027813194, 38.9189856217]",FIFTH,OTHERS,190740,THEFT F/AUTO,2016-05-09T07:36:47.000Z,DAY,5
7C,7808.0,"[-76.9269333781, 38.891865683]",SIXTH,OTHERS,190741,THEFT F/AUTO,2016-05-09T07:45:52.000Z,DAY,7
8A,7503.0,"[-76.9870281175, 38.863799637]",SEVENTH,OTHERS,190742,THEFT/OTHER,2016-05-09T08:17:44.000Z,DAY,8
4B,9505.0,"[-77.0074098887, 38.9625945614]",FOURTH,OTHERS,190743,THEFT/OTHER,2016-05-09T08:43:42.000Z,DAY,4
2C,5800.0,"[-77.0209149616, 38.9018138799]",FIRST,OTHERS,190744,BURGLARY,2016-05-09T09:24:55.000Z,DAY,2
3C,600.0,"[-77.0604748573, 38.9356714253]",SECOND,OTHERS,190745,THEFT/OTHER,2016-05-09T09:31:49.000Z,DAY,3
3C,1002.0,"[-77.0746486593, 38.9342939698]",SECOND,OTHERS,190746,THEFT/OTHER,2016-05-09T09:32:27.000Z,DAY,3
4A,2001.0,"[-77.0371198076, 38.960183699]",FOURTH,OTHERS,190747,THEFT F/AUTO,2016-05-09T09:32:54.000Z,DAY,4
7B,7604.0,"[-76.9689813773, 38.8701111351]",SIXTH,OTHERS,190748,THEFT F/AUTO,2016-05-09T10:03:03.000Z,DAY,7
1A,3000.0,"[-77.0313604854, 38.9296563062]",THIRD,OTHERS,190749,THEFT/OTHER,2016-05-09T10:19:14.000Z,DAY,1
4C,2400.0,"[-77.0216071498, 38.9414503831]",FOURTH,OTHERS,190750,THEFT F/AUTO,2016-05-09T10:43:16.000Z,DAY,4
1B,4400.0,"[-77.0265234545, 38.9170008114]",THIRD,KNIFE,190751,ASSAULT W/DANGEROUS WEAPON,2016-05-09T10:50:01.000Z,DAY,1
7B,7709.0,"[-76.9636876284, 38.8790009009]",SIXTH,OTHERS,190752,THEFT/OTHER,2016-05-09T11:14:05.000Z,DAY,7
8B,7408.0,"[-76.970578008, 38.8545720245]",SEVENTH,OTHERS,190753,THEFT F/AUTO,2016-05-09T11:23:02.000Z,DAY,8
1A,2900.0,"[-77.0297237135, 38.9318457533]",THIRD,OTHERS,190754,THEFT/OTHER,2016-05-09T11:35:41.000Z,DAY,1
6C,6202.0,"[-77.0083944804, 38.8972031698]",FIRST,OTHERS,190755,THEFT F/AUTO,2016-05-09T11:38:45.000Z,DAY,6
7D,9602.0,"[-76.9511565261, 38.9011569411]",SIXTH,OTHERS,190756,THEFT F/AUTO,2016-05-09T11:38:49.000Z,DAY,7
7D,9602.0,"[-76.9529053669, 38.9064185387]",SIXTH,OTHERS,190757,MOTOR VEHICLE THEFT,2016-05-09T11:44:23.000Z,DAY,7
3G,1402.0,"[-77.0647406471, 38.9591177007]",SECOND,OTHERS,190758,THEFT/OTHER,2016-05-09T11:47:28.000Z,DAY,4
1B,3400.0,"[-77.0163422077, 38.9195160032]",THIRD,OTHERS,190759,THEFT F/AUTO,2016-05-09T12:00:04.000Z,DAY,1
4A,1804.0,"[-77.0327170662, 38.9705264844]",FOURTH,OTHERS,190760,ROBBERY,2016-05-09T12:02:04.000Z,DAY,4
8D,9810.0,"[-77.0020867991, 38.8287034451]",SEVENTH,OTHERS,190761,MOTOR VEHICLE THEFT,2016-05-09T12:06:58.000Z,DAY,8
1C,3800.0,"[-77.0374364218, 38.925943092]",THIRD,OTHERS,190762,THEFT/OTHER,2016-05-09T12:08:34.000Z,DAY,1
7E,9903.0,"[-76.9275694873, 38.8897671271]",SIXTH,OTHERS,190763,THEFT F/AUTO,2016-05-09T12:15:50.000Z,DAY,7
4D,2101.0,"[-77.0273452565, 38.9551687912]",FOURTH,GUN,190764,ROBBERY,2016-05-09T12:59:50.000Z,DAY,4
6B,6900.0,"[-76.983659088, 38.8834735641]",FIRST,OTHERS,190765,THEFT/OTHER,2016-05-09T13:14:23.000Z,DAY,6
8C,10400.0,"[-77.0037577624, 38.8485310107]",SEVENTH,OTHERS,190766,THEFT/OTHER,2016-05-09T13:31:48.000Z,DAY,8
4D,2202.0,"[-77.0098083551, 38.9516673609]",FOURTH,OTHERS,190767,THEFT F/AUTO,2016-05-09T13:32:54.000Z,DAY,4
8E,9700.0,"[-76.9919980582, 38.8298202396]",SEVENTH,OTHERS,190768,BURGLARY,2016-05-09T13:35:43.000Z,DAY,8
2B,10700.0,"[-77.0385196769, 38.90313363]",SECOND,OTHERS,190769,MOTOR VEHICLE THEFT,2016-05-09T13:45:33.000Z,DAY,2
4D,2102.0,"[-77.0169737117, 38.9565310054]",FOURTH,GUN,190770,ROBBERY,2016-05-09T13:47:28.000Z,DAY,4
5E,3301.0,"[-77.0106685733, 38.9181113596]",FIFTH,GUN,190771,ASSAULT W/DANGEROUS WEAPON,2016-05-09T14:12:06.000Z,DAY,5
8D,9811.0,"[-76.9985051292, 38.8277935989]",SEVENTH,OTHERS,190772,BURGLARY,2016-05-09T14:48:03.000Z,DAY,8
1A,3000.0,"[-77.032732849, 38.9295208052]",THIRD,KNIFE,190773,ASSAULT W/DANGEROUS WEAPON,2016-05-09T15:03:30.000Z,EVENING,1
6C,5900.0,"[-77.0116567552, 38.8967344548]",FIRST,OTHERS,190774,ROBBERY,2016-05-09T15:10:44.000Z,EVENING,6
1B,3400.0,"[-77.0194318042, 38.9165607977]",THIRD,OTHERS,190775,THEFT F/AUTO,2016-05-09T15:13:23.000Z,EVENING,1
5E,8701.0,"[-77.0050989359, 38.9166433774]",FIFTH,OTHERS,190776,THEFT F/AUTO,2016-05-09T15:28:44.000Z,EVENING,5
7B,7603.0,"[-76.9492815442, 38.8628975095]",SIXTH,OTHERS,190777,THEFT/OTHER,2016-05-09T15:36:52.000Z,EVENING,7
8A,7601.0,"[-76.9780503555, 38.8698249227]",SIXTH,GUN,190778,ROBBERY,2016-05-09T15:38:01.000Z,EVENING,8
4D,2102.0,"[-77.0188542835, 38.9564766676]",FOURTH,OTHERS,190779,THEFT F/AUTO,2016-05-09T15:40:59.000Z,EVENING,4
6B,6801.0,"[-76.9815021732, 38.8898061348]",FIRST,OTHERS,190780,THEFT F/AUTO,2016-05-09T15:47:22.000Z,EVENING,6
6E,4701.0,"[-77.0090756306, 38.9051665077]",FIRST,OTHERS,190781,ASSAULT W/DANGEROUS WEAPON,2016-05-09T15:57:02.000Z,EVENING,6
8D,10900.0,"[-77.0089150299, 38.81938836]",SEVENTH,OTHERS,190782,THEFT/OTHER,2016-05-09T15:59:45.000Z,EVENING,8
6C,8301.0,"[-77.0000483965, 38.9002122646]",FIRST,OTHERS,190783,THEFT/OTHER,2016-05-09T16:12:18.000Z,EVENING,6
1B,3500.0,"[-77.0251985293, 38.9202080701]",THIRD,OTHERS,190784,THEFT/OTHER,2016-05-09T16:12:37.000Z,EVENING,1
7F,9907.0,"[-76.9339847942, 38.8826903386]",SIXTH,OTHERS,190785,THEFT/OTHER,2016-05-09T16:14:59.000Z,EVENING,7
2E,202.0,"[-77.0669405654, 38.9059404171]",SECOND,OTHERS,190786,MOTOR VEHICLE THEFT,2016-05-09T16:24:16.000Z,EVENING,2
4D,2102.0,"[-77.013546624, 38.953910047]",FOURTH,GUN,190787,ROBBERY,2016-05-09T16:34:04.000Z,EVENING,4
4C,2501.0,"[-77.0327291852, 38.9466635962]",FOURTH,OTHERS,190788,THEFT/OTHER,2016-05-09T16:35:52.000Z,EVENING,4
2C,5800.0,"[-77.019427242, 38.8998142811]",FIRST,OTHERS,190789,THEFT F/AUTO,2016-05-09T16:44:46.000Z,EVENING,2
4D,2102.0,"[-77.0177927233, 38.9559723711]",FOURTH,OTHERS,190790,MOTOR VEHICLE THEFT,2016-05-09T16:47:03.000Z,EVENING,4
1B,4400.0,"[-77.0308011268, 38.9162881037]",THIRD,OTHERS,190791,THEFT F/AUTO,2016-05-09T17:22:35.000Z,EVENING,1
2F,10100.0,"[-77.032352868, 38.9054416392]",SECOND,OTHERS,190792,THEFT F/AUTO,2016-05-09T17:46:42.000Z,EVENING,2
2F,5201.0,"[-77.0332656311, 38.90965729]",SECOND,OTHERS,190793,THEFT/OTHER,2016-05-09T18:03:38.000Z,EVENING,2
7D,9603.0,"[-76.9385992223, 38.8911247022]",SIXTH,OTHERS,190794,THEFT/OTHER,2016-05-09T18:26:18.000Z,EVENING,7
4B,10300.0,"[-77.0219403272, 38.9745917177]",FOURTH,OTHERS,190795,THEFT/OTHER,2016-05-09T18:47:18.000Z,EVENING,4
5B,9400.0,"[-76.9764814735, 38.9449542392]",FIFTH,OTHERS,190796,MOTOR VEHICLE THEFT,2016-05-09T18:54:27.000Z,EVENING,5
7D,7803.0,"[-76.9408961786, 38.9012603013]",SIXTH,OTHERS,190797,THEFT/OTHER,2016-05-09T19:06:03.000Z,EVENING,7
5D,8803.0,"[-76.9863740531, 38.9099675155]",FIFTH,OTHERS,190798,THEFT F/AUTO,2016-05-09T19:13:21.000Z,EVENING,5
5B,9400.0,"[-76.9741885154, 38.937774147]",FIFTH,OTHERS,190799,THEFT F/AUTO,2016-05-09T19:14:56.000Z,EVENING,5
2C,10100.0,"[-77.0250311345, 38.9032453991]",FIRST,OTHERS,190800,THEFT/OTHER,2016-05-09T19:35:56.000Z,EVENING,2
1B,3400.0,"[-77.0205502703, 38.9164615146]",THIRD,OTHERS,190801,THEFT F/AUTO,2016-05-09T19:44:14.000Z,EVENING,1
7B,7604.0,"[-76.9667568095, 38.8713086411]",SIXTH,KNIFE,190802,ASSAULT W/DANGEROUS WEAPON,2016-05-09T19:47:14.000Z,EVENING,7
1A,2900.0,"[-77.0273600971, 38.9337200583]",FOURTH,OTHERS,190803,BURGLARY,2016-05-09T20:08:39.000Z,EVENING,1
5D,8802.0,"[-76.9875396115, 38.9039680852]",FIFTH,OTHERS,190804,THEFT/OTHER,2016-05-09T20:18:30.000Z,EVENING,5
7D,6804.0,"[-76.9742040383, 38.8948674568]",FIFTH,GUN,190805,ROBBERY,2016-05-09T20:23:07.000Z,EVENING,7
6E,4701.0,"[-77.0161770513, 38.9031298522]",FIRST,OTHERS,190806,THEFT F/AUTO,2016-05-09T21:06:09.000Z,EVENING,6
2F,5201.0,"[-77.0332656311, 38.90965729]",SECOND,OTHERS,190807,THEFT/OTHER,2016-05-09T21:08:43.000Z,EVENING,2
1B,4400.0,"[-77.0234672862, 38.9155781484]",THIRD,OTHERS,190808,THEFT F/AUTO,2016-05-09T21:09:21.000Z,EVENING,1
5C,11100.0,"[-76.9771903734, 38.9285862997]",FIFTH,OTHERS,190809,THEFT/OTHER,2016-05-09T21:31:32.000Z,EVENING,5
2F,5002.0,"[-77.0270492923, 38.9049114947]",THIRD,OTHERS,190810,THEFT F/AUTO,2016-05-09T21:35:42.000Z,EVENING,2
6B,6801.0,"[-76.9815024652, 38.8886800877]",FIRST,OTHERS,190811,MOTOR VEHICLE THEFT,2016-05-09T21:50:57.000Z,EVENING,6
7F,9603.0,"[-76.9529151188, 38.8916448272]",SIXTH,OTHERS,190812,BURGLARY,2016-05-09T21:52:40.000Z,EVENING,7
5D,8904.0,"[-76.9741779155, 38.9033443198]",FIFTH,KNIFE,190813,ASSAULT W/DANGEROUS WEAPON,2016-05-09T22:08:06.000Z,EVENING,5
6E,4901.0,"[-77.0219209855, 38.91172288]",THIRD,OTHERS,190814,THEFT F/AUTO,2016-05-09T22:09:20.000Z,EVENING,6
7E,9904.0,"[-76.9293830412, 38.8858405828]",SIXTH,OTHERS,190815,BURGLARY,2016-05-09T22:27:36.000Z,EVENING,7
5C,9102.0,"[-76.9848843278, 38.921200726]",FIFTH,GUN,190816,ROBBERY,2016-05-09T23:14:40.000Z,MIDNIGHT,5
6E,4701.0,"[-77.0172034425, 38.9045260004]",THIRD,OTHERS,190817,THEFT F/AUTO,2016-05-09T23:36:54.000Z,MIDNIGHT,6
8E,9801.0,"[-76.9904542264, 38.8340991438]",SEVENTH,GUN,190818,HOMICIDE,2016-05-10T00:00:00.000Z,MIDNIGHT,8
1B,4400.0,"[-77.0280923121, 38.9186489694]",THIRD,OTHERS,190819,THEFT F/AUTO,2016-05-10T00:08:08.000Z,MIDNIGHT,1
1D,2702.0,"[-77.0385928542, 38.9318431611]",FOURTH,OTHERS,190820,THEFT/OTHER,2016-05-10T00:09:14.000Z,MIDNIGHT,1
1A,3000.0,"[-77.032732849, 38.9295208052]",THIRD,OTHERS,190821,THEFT/OTHER,2016-05-10T00:10:28.000Z,MIDNIGHT,1
2C,5800.0,"[-77.0219275161, 38.8954627985]",FIRST,OTHERS,190822,THEFT/OTHER,2016-05-10T01:01:52.000Z,MIDNIGHT,2
8D,10900.0,"[-77.0017526415, 38.821631799]",SEVENTH,OTHERS,190823,ROBBERY,2016-05-10T01:11:43.000Z,MIDNIGHT,8
1B,4400.0,"[-77.0270429721, 38.9186492169]",THIRD,OTHERS,190824,THEFT F/AUTO,2016-05-10T01:15:13.000Z,MIDNIGHT,1
1B,4400.0,"[-77.02421763, 38.9180733035]",THIRD,OTHERS,190825,THEFT/OTHER,2016-05-10T02:06:11.000Z,MIDNIGHT,1
7B,7604.0,"[-76.9676494852, 38.8594808429]",SIXTH,OTHERS,190826,MOTOR VEHICLE THEFT,2016-05-10T02:18:56.000Z,MIDNIGHT,7
6A,8402.0,"[-76.991529113, 38.8995543473]",FIRST,OTHERS,190827,THEFT F/AUTO,2016-05-10T02:30:57.000Z,MIDNIGHT,6
7F,9603.0,"[-76.9486017561, 38.8948680064]",SIXTH,OTHERS,190828,THEFT/OTHER,2016-05-10T02:33:29.000Z,MIDNIGHT,7
4D,2102.0,"[-77.0147237242, 38.9555313929]",FOURTH,OTHERS,190829,THEFT F/AUTO,2016-05-10T03:38:17.000Z,MIDNIGHT,4
2D,4100.0,"[-77.0463095212, 38.9154091778]",THIRD,OTHERS,190830,THEFT/OTHER,2016-05-10T03:56:42.000Z,MIDNIGHT,2
1B,4400.0,"[-77.0246439108, 38.9170012229]",THIRD,OTHERS,190831,THEFT F/AUTO,2016-05-10T04:52:57.000Z,MIDNIGHT,1
1D,2702.0,"[-77.0400688993, 38.9314462987]",FOURTH,OTHERS,190832,BURGLARY,2016-05-10T05:10:32.000Z,MIDNIGHT,1
8E,7304.0,"[-76.9868011319, 38.845080092]",SEVENTH,OTHERS,190833,THEFT F/AUTO,2016-05-10T05:10:34.000Z,MIDNIGHT,8
2F,5201.0,"[-77.0319625831, 38.9092432698]",SECOND,OTHERS,190834,BURGLARY,2016-05-10T05:38:40.000Z,MIDNIGHT,2
1B,4300.0,"[-77.03453773, 38.9175572339]",THIRD,OTHERS,190835,ASSAULT W/DANGEROUS WEAPON,2016-05-10T06:32:42.000Z,MIDNIGHT,1
2B,10700.0,"[-77.0425792852, 38.90565456]",SECOND,OTHERS,190836,THEFT/OTHER,2016-05-10T07:09:56.000Z,DAY,2
